datetime,created_at,updated_at,timestamp,zone_name,carbon_intensity_avg,carbon_intensity_direct_avg,carbon_intensity_production_avg,carbon_intensity_discharge_avg,carbon_intensity_import_avg,total_production_avg,total_storage_avg,total_discharge_avg,total_import_avg,total_export_avg,total_consumption_avg,production_sources,power_origin_percent_fossil_avg,power_origin_percent_renewable_avg,power_production_percent_fossil_avg,power_production_percent_renewable_avg,power_production_nuclear_avg,power_production_geothermal_avg,power_production_biomass_avg,power_production_coal_avg,power_production_wind_avg,power_production_solar_avg,power_production_hydro_avg,power_production_gas_avg,power_production_oil_avg,power_production_unknown_avg,power_consumption_nuclear_avg,power_consumption_geothermal_avg,power_consumption_biomass_avg,power_consumption_coal_avg,power_consumption_wind_avg,power_consumption_solar_avg,power_consumption_hydro_avg,power_consumption_gas_avg,power_consumption_oil_avg,power_consumption_unknown_avg,power_consumption_battery_discharge_avg,power_consumption_hydro_discharge_avg,power_net_discharge_battery_avg,power_net_discharge_hydro_avg,power_net_import_MX-BC_avg,carbon_intensity_exchange_MX-BC_avg,power_net_import_US-CAL-BANC_avg,carbon_intensity_exchange_US-CAL-BANC_avg,power_net_import_US-CAL-IID_avg,carbon_intensity_exchange_US-CAL-IID_avg,power_net_import_US-CAL-LDWP_avg,carbon_intensity_exchange_US-CAL-LDWP_avg,power_net_import_US-CAL-TIDC_avg,carbon_intensity_exchange_US-CAL-TIDC_avg,power_net_import_US-NW-BPAT_avg,carbon_intensity_exchange_US-NW-BPAT_avg,power_net_import_US-NW-NEVP_avg,carbon_intensity_exchange_US-NW-NEVP_avg,power_net_import_US-NW-PACW_avg,carbon_intensity_exchange_US-NW-PACW_avg,power_net_import_US-SW-AZPS_avg,carbon_intensity_exchange_US-SW-AZPS_avg,power_net_import_US-SW-SRP_avg,carbon_intensity_exchange_US-SW-SRP_avg,power_net_import_US-SW-WALC_avg,carbon_intensity_exchange_US-SW-WALC_avg,latest_forecasted_wind_x_avg,latest_forecasted_wind_y_avg,latest_forecasted_solar_avg,latest_forecasted_temperature_avg,latest_forecasted_dewpoint_avg,latest_forecasted_precipitation_avg,latest_forecasted_price_avg,latest_forecasted_production_avg,latest_forecasted_consumption_avg,latest_forecasted_power_net_import_MX_avg,latest_forecasted_power_net_import_MX-BC_avg,latest_forecasted_power_net_import_US-CAL-BANC_avg,latest_forecasted_power_net_import_US-CAL-IID_avg,latest_forecasted_power_net_import_US-CAL-LDWP_avg,latest_forecasted_power_net_import_US-CAL-TIDC_avg,latest_forecasted_power_net_import_US-NW-BPAT_avg,latest_forecasted_power_net_import_US-NW-NEVP_avg,latest_forecasted_power_net_import_US-NW-PACW_avg,latest_forecasted_power_net_import_US-SW-AZPS_avg,latest_forecasted_power_net_import_US-SW-SRP_avg,latest_forecasted_power_net_import_US-SW-WALC_avg,latest_forecasted_production_solar_avg,latest_forecasted_production_wind_avg
2020-01-06T10:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:43.689021+00:00,1578304800.0,US-CAL-CISO,400.84,317.33,386.97,,421.85,10328.0,,,6816.0,76.0,17068.0,eia.gov,68.87,12.78,72.18,5.77,2277.0,,,12.0,596.0,0.0,,7353.0,90.0,,3132.02,0.0,0.0,913.93,865.62,17.17,1298.97,10251.27,93.15,495.69,0.0,0.17,,,15.0,453.12,187.0,250.92,330.0,690.92,1931.0,558.91,-76.0,400.84,1424.0,135.38,99.0,599.53,34.0,351.39,1152.0,592.11,1460.0,316.41,184.0,577.2,-0.05,-3.62,,278.11,271.42,,,,19131.0,,,,,,,,,,,,,,
2020-01-06T11:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:16.918659+00:00,1578308400.0,US-CAL-CISO,399.47,316.93,384.2,,422.88,10296.0,,,6717.0,85.0,16928.0,eia.gov,68.23,13.39,71.64,6.27,2274.0,,,11.0,646.0,0.0,,7275.0,90.0,,3111.46,0.0,0.0,950.08,966.2,18.9,1280.56,10012.74,93.48,494.41,0.0,0.16,,,-13.0,399.47,193.0,252.35,324.0,692.31,1885.0,566.06,-72.0,399.47,1455.0,140.22,114.0,600.29,35.0,386.11,1103.0,598.69,1430.0,314.72,178.0,584.63,-0.14,-3.67,,278.12,271.34,,,,19183.0,,,,,,,,,,,,,,
2020-01-06T12:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:15:13.178380+00:00,1578312000.0,US-CAL-CISO,399.3,315.67,391.04,,412.25,10678.0,,,6812.0,68.0,17422.0,eia.gov,68.87,13.41,73.0,5.7,2274.0,,,12.0,609.0,0.0,,7692.0,91.0,,3087.55,0.0,0.0,896.26,941.61,31.42,1363.52,10534.04,94.29,473.17,0.0,0.15,,,-17.0,399.3,238.0,253.31,307.0,690.46,1857.0,553.63,-51.0,399.3,1487.0,133.68,107.0,597.01,34.0,389.77,1102.0,578.67,1452.0,323.5,228.0,546.41,-0.29,-3.59,0.0,278.01,271.08,0.0,,,19902.0,,,,,,,,,,,,,,
2020-01-06T13:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:20.739679+00:00,1578315600.0,US-CAL-CISO,398.25,314.03,395.45,,402.45,10998.0,,,7333.0,30.0,18301.0,eia.gov,69.44,13.69,74.4,4.92,2275.0,,,13.0,541.0,0.0,,8123.0,46.0,,3087.42,0.0,0.0,908.52,874.84,43.03,1587.69,11292.11,48.82,458.26,0.0,0.31,,,40.0,453.12,255.0,236.65,290.0,682.47,2069.0,543.24,-30.0,398.25,1601.0,117.87,103.0,592.42,35.0,391.31,1135.0,560.73,1539.0,333.42,266.0,518.27,-0.4,-3.43,,277.88,270.83,,,,21637.0,,,,,,,,,,,,,,
2020-01-06T14:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:43.689021+00:00,1578319200.0,US-CAL-CISO,400.15,316.11,404.45,,393.89,11921.0,,,8182.0,30.0,20073.0,eia.gov,69.39,15.06,76.19,4.71,2276.0,,,13.0,562.0,0.0,,9024.0,46.0,,3121.85,0.0,4.9,1090.12,948.49,55.31,2013.18,12359.23,48.55,431.21,0.0,0.16,,,92.0,453.12,352.0,194.21,268.0,680.3,2408.0,528.64,-30.0,400.15,1815.0,103.56,105.0,594.07,38.0,342.09,1193.0,581.37,1633.0,339.27,278.0,526.98,-0.5,-3.23,,277.76,270.62,,,,24384.0,,,,,,,,,,,,,,
2020-01-06T15:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:43.689021+00:00,1578322800.0,US-CAL-CISO,399.49,315.76,410.31,,382.81,12910.0,,,8375.0,85.0,21200.0,eia.gov,68.72,16.46,76.92,5.45,2276.0,,,12.0,546.0,157.0,,9829.0,90.0,,3140.5,0.0,7.68,1163.7,1003.19,413.25,2065.95,12830.87,91.92,482.93,0.0,0.0,,,40.0,453.12,291.0,198.64,352.0,647.28,2444.0,523.19,-85.0,399.49,2010.0,96.12,119.0,576.18,33.0,337.27,1220.0,580.39,1618.0,315.68,248.0,531.59,-0.58,-2.99,0.0,277.68,270.39,0.0,,,25688.0,,,,,,,,,,,,,,
2020-01-06T16:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:43.689021+00:00,1578326400.0,US-CAL-CISO,337.23,262.18,326.82,,358.92,15127.0,,,7267.0,267.0,22127.0,eia.gov,57.75,28.55,60.18,24.78,2276.0,,,14.0,431.0,3317.0,,8998.0,91.0,,3033.01,0.0,3.09,846.8,809.82,3935.01,1568.3,11268.5,92.31,570.0,0.0,0.15,,,-16.0,337.23,129.0,223.47,514.0,585.26,2198.0,462.13,-251.0,337.23,1739.0,104.56,137.0,520.96,2.0,304.2,1099.0,536.79,1384.0,277.7,65.0,534.85,-0.67,-2.88,,278.46,270.69,,,,25176.0,,,,,,,,,,,,,,
2020-01-06T17:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:16.918659+00:00,1578330000.0,US-CAL-CISO,278.94,213.92,251.71,,351.51,15963.0,,,5988.0,511.0,21440.0,eia.gov,46.87,39.54,45.48,40.26,2276.0,,,14.0,551.0,5876.0,,7198.0,48.0,,2914.71,0.0,2.34,697.34,818.99,6580.57,1074.43,8763.74,48.48,539.26,0.0,0.14,,,-25.0,278.94,-126.0,278.94,525.0,563.48,1673.0,444.68,-360.0,278.94,1330.0,102.83,97.0,502.24,0.0,,1060.0,498.45,1258.0,260.8,45.0,514.91,-0.7,-2.88,,280.16,271.04,,,,24220.0,,,,,,,,,,,,,,
2020-01-06T18:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:15:13.178380+00:00,1578333600.0,US-CAL-CISO,260.18,197.65,238.26,,327.36,16511.0,,,5386.0,518.0,21379.0,eia.gov,43.5,42.89,42.44,43.78,2275.0,,,13.0,525.0,6703.0,,6904.0,91.0,,2909.16,0.0,0.0,582.26,800.2,7388.31,981.14,8166.66,90.38,460.75,0.0,0.14,,,-25.0,260.18,-109.0,260.18,439.0,574.26,1414.0,428.79,-384.0,260.18,1287.0,102.71,55.0,494.36,0.0,,956.0,456.29,1211.0,245.74,24.0,482.41,-0.6,-2.78,94.95,281.39,271.14,0.0,,,23407.0,,,,,,,,,,,,,,
2020-01-06T19:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:15:13.178380+00:00,1578337200.0,US-CAL-CISO,254.49,192.45,235.79,,316.58,16206.0,,,4882.0,537.0,20551.0,eia.gov,42.67,43.26,41.91,44.05,2276.0,,,13.0,299.0,6839.0,,6689.0,90.0,,2891.13,0.0,0.0,513.34,538.48,7492.9,859.69,7761.7,88.88,404.74,0.0,0.14,,,-34.0,254.49,-154.0,254.49,387.0,571.57,1291.0,421.21,-349.0,254.49,1135.0,98.65,28.0,492.06,0.0,,853.0,436.29,1173.0,234.95,15.0,470.06,-0.49,-2.56,,282.37,271.27,,,,22800.0,,,,,,,,,,,,,,
2020-01-06T20:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:20.739679+00:00,1578340800.0,US-CAL-CISO,259.16,195.56,244.19,,315.78,17449.0,,,4611.0,643.0,21417.0,eia.gov,43.95,42.83,43.62,43.34,2274.0,,,12.0,383.0,7180.0,,7509.0,91.0,,2831.03,0.0,0.0,476.28,597.85,7807.61,767.86,8449.67,89.34,397.21,0.0,0.13,,,-34.0,259.16,-227.0,259.16,371.0,569.78,1465.0,401.77,-382.0,259.16,923.0,98.36,20.0,481.73,0.0,,756.0,413.68,1071.0,224.7,5.0,451.46,-0.29,-2.39,,283.12,271.44,,,,22565.0,,,,,,,,,,,,,,
2020-01-06T21:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:15:13.178380+00:00,1578344400.0,US-CAL-CISO,259.15,195.3,242.6,,321.81,17360.0,,,4584.0,658.0,21286.0,eia.gov,43.95,42.74,43.27,43.63,2274.0,,,14.0,172.0,7403.0,,7406.0,91.0,,2833.65,0.0,0.0,452.53,382.45,8048.38,665.92,8359.61,89.1,454.21,0.0,0.14,,,-34.0,259.15,-243.0,259.15,441.0,576.8,1350.0,406.37,-381.0,259.15,825.0,97.38,27.0,478.64,0.0,,835.0,402.74,1097.0,217.58,9.0,442.65,0.0,-2.52,503.54,283.56,271.86,0.0,,,22743.0,,,,,,,,,,,,,,
2020-01-06T22:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:43.689021+00:00,1578348000.0,US-CAL-CISO,261.52,197.54,242.03,,329.88,16606.0,,,4735.0,629.0,20712.0,eia.gov,44.21,42.12,43.14,43.17,2274.0,,,16.0,158.0,7011.0,,7056.0,91.0,,2831.25,0.0,0.0,463.87,385.12,7616.5,721.42,8097.51,89.28,507.06,0.0,0.0,,,-37.0,261.52,-205.0,261.52,489.0,576.44,1501.0,410.42,-385.0,261.52,831.0,98.46,41.0,475.48,0.0,,800.0,406.02,1073.0,221.73,-2.0,261.52,0.03,-2.34,,283.78,271.85,,,,23116.0,,,,,,,,,,,,,,
2020-01-06T23:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:15:13.178380+00:00,1578351600.0,US-CAL-CISO,287.03,218.48,270.71,,335.06,16210.0,,,5507.0,271.0,21446.0,eia.gov,49.31,36.95,48.88,37.08,2275.0,,,15.0,149.0,5862.0,,7818.0,91.0,,2947.43,0.0,0.0,513.5,470.99,6308.18,1144.68,9470.44,91.02,499.62,0.0,0.14,,,-20.0,287.03,118.0,239.42,437.0,612.51,1524.0,452.64,-251.0,287.03,1325.0,93.13,42.0,516.64,0.0,,875.0,465.87,1140.0,249.55,46.0,482.59,0.07,-2.55,,283.65,272.4,,,,23683.0,,,,,,,,,,,,,,
2020-01-07T00:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:22.177313+00:00,1578355200.0,US-CAL-CISO,359.33,279.3,371.19,,335.39,14612.0,,,7243.0,24.0,21831.0,eia.gov,62.83,22.67,69.02,15.43,2272.0,,,14.0,116.0,2139.0,,9981.0,90.0,,3165.02,0.0,0.0,768.98,640.94,2287.96,2019.89,12438.82,91.61,417.61,0.0,0.17,,,-13.0,359.33,395.0,189.17,286.0,656.86,1757.0,491.83,-11.0,359.33,2114.0,88.58,17.0,573.46,0.0,,1002.0,565.22,1498.0,302.68,174.0,492.98,0.11,-2.53,418.89,282.53,273.01,0.0,,,25178.0,,,,,,,,,,,,,,
2020-01-07T01:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:16.918659+00:00,1578358800.0,US-CAL-CISO,402.13,315.29,439.74,,340.64,13969.0,,,8542.0,11.0,22500.0,eia.gov,70.73,14.86,82.75,0.96,2275.0,,,14.0,134.0,0.0,,11455.0,91.0,,3242.09,0.0,2.06,955.52,688.4,95.79,2557.66,14472.55,92.6,393.14,0.0,0.19,,,-11.0,402.13,615.0,163.95,244.0,654.95,2261.0,477.5,19.0,459.4,2213.0,83.21,11.0,586.29,0.0,,1138.0,589.81,1753.0,323.26,288.0,459.28,0.06,-2.56,,280.71,272.34,,,,27867.0,,,,,,,,,,,,,,
2020-01-07T02:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:22.177313+00:00,1578362400.0,US-CAL-CISO,403.0,315.7,440.52,,343.0,14429.0,,,9024.0,0.0,23453.0,eia.gov,71.07,15.01,82.94,1.3,2275.0,,,11.0,187.0,0.0,,11865.0,91.0,,3264.81,0.0,0.0,968.48,711.49,103.21,2705.43,15204.16,92.96,402.26,0.0,0.19,,,39.0,453.12,717.0,157.88,257.0,652.8,2345.0,480.43,28.0,446.11,2242.0,85.61,26.0,583.26,0.0,,1218.0,580.91,1842.0,326.8,310.0,454.4,-0.04,-2.57,,280.28,272.13,,,,28364.0,,,,,,,,,,,,,,
2020-01-07T03:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:15:13.178380+00:00,1578366000.0,US-CAL-CISO,406.94,318.55,440.63,,350.45,14304.0,,,8528.0,11.0,22821.0,eia.gov,72.06,13.79,82.95,1.15,2275.0,,,13.0,164.0,0.0,,11761.0,91.0,,3230.15,0.0,0.0,904.47,662.55,99.6,2384.12,15043.85,93.24,402.84,0.0,0.19,,,-6.0,406.94,349.0,179.88,263.0,654.96,2383.0,479.27,-5.0,406.94,2219.0,90.99,33.0,581.78,0.0,,1200.0,565.94,1794.0,323.15,287.0,458.31,0.02,-2.57,13.64,280.16,272.25,0.0,,,27851.0,,,,,,,,,,,,,,
2020-01-07T04:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:16.918659+00:00,1578369600.0,US-CAL-CISO,406.81,318.67,438.01,,354.79,13954.0,,,8369.0,17.0,22306.0,eia.gov,71.94,13.6,82.43,1.26,2276.0,,,11.0,176.0,0.0,,11401.0,90.0,,3224.44,0.0,0.0,895.94,724.28,100.64,2208.86,14637.61,92.86,421.19,0.0,0.18,,,-10.0,406.81,379.0,190.77,266.0,665.61,2445.0,484.78,-7.0,406.81,2178.0,98.14,39.0,579.86,0.0,,1141.0,565.59,1707.0,319.51,214.0,502.08,-0.12,-2.42,,279.81,271.76,,,,27037.0,,,,,,,,,,,,,,
2020-01-07T05:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:22.177313+00:00,1578373200.0,US-CAL-CISO,406.3,318.26,434.02,,360.56,13662.0,,,8282.0,5.0,21939.0,eia.gov,71.88,13.38,81.63,1.73,2273.0,,,17.0,237.0,0.0,,11045.0,90.0,,3233.87,0.0,0.0,875.37,872.86,8.01,2054.19,14364.56,93.78,436.36,0.0,0.0,,,3.0,453.12,457.0,197.59,279.0,677.23,2331.0,507.73,-5.0,406.3,2263.0,107.48,70.0,576.27,0.0,,1117.0,573.73,1623.0,319.34,139.0,570.82,-0.05,-2.39,,279.77,271.87,,,,25707.0,,,,,,,,,,,,,,
2020-01-07T06:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:43.689021+00:00,1578376800.0,US-CAL-CISO,407.1,319.03,429.38,,369.56,13190.0,,,7833.0,22.0,21001.0,eia.gov,72.02,12.58,80.7,2.08,2271.0,,,12.0,275.0,0.0,,10542.0,90.0,,3235.44,0.0,0.44,831.76,862.95,4.71,1773.07,13754.52,93.68,444.25,0.0,0.18,,,-22.0,407.1,466.0,215.92,299.0,680.14,1918.0,545.62,18.0,469.11,2196.0,111.43,75.0,584.64,0.0,,1147.0,583.09,1598.0,320.05,116.0,578.34,-0.15,-2.3,6.57,279.61,271.69,0.0,,,23864.0,,,,,,,,,,,,,,
2020-01-07T07:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:20.739679+00:00,1578380400.0,US-CAL-CISO,408.58,320.91,420.32,,388.34,12242.0,,,7106.0,33.0,19315.0,eia.gov,71.9,11.54,78.85,2.57,2274.0,,,13.0,315.0,0.0,,9549.0,91.0,,3199.0,0.01,0.03,812.93,766.47,3.46,1459.07,12525.28,94.63,453.95,0.0,0.18,,,-20.0,408.58,277.0,230.15,317.0,680.5,1831.0,541.52,-13.0,408.58,1819.0,120.18,69.0,589.86,0.0,,1127.0,593.81,1549.0,318.69,117.0,567.51,-0.25,-2.17,,279.5,271.55,,,,22207.0,,,,,,,,,,,,,,
2020-01-07T08:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:22.177313+00:00,1578384000.0,US-CAL-CISO,405.71,318.48,416.36,,387.0,11601.0,,,6603.0,43.0,18161.0,eia.gov,71.37,11.25,78.04,2.38,2272.0,,,13.0,276.0,0.0,,8950.0,90.0,,3156.87,0.0,0.0,755.88,663.88,3.89,1374.71,11655.25,92.9,457.45,0.0,0.17,,,-20.0,405.71,152.0,230.55,319.0,679.65,1919.0,516.8,-23.0,405.71,1591.0,116.19,53.0,586.2,0.0,,1017.0,586.23,1444.0,305.06,108.0,547.61,-0.25,-2.08,,279.37,271.39,,,,20956.0,,,,,,,,,,,,,,
2020-01-07T09:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:15:13.178380+00:00,1578387600.0,US-CAL-CISO,406.69,319.4,413.71,,394.34,11359.0,,,6456.0,39.0,17776.0,eia.gov,71.5,10.84,77.5,2.51,2271.0,,,13.0,285.0,0.0,,8700.0,90.0,,3138.78,0.0,0.0,752.44,678.0,6.74,1242.01,11404.45,92.96,460.46,0.0,0.17,,,84.0,453.12,83.0,235.28,319.0,681.24,1935.0,516.15,-39.0,406.69,1485.0,120.64,59.0,587.47,0.0,,983.0,584.11,1401.0,304.31,107.0,540.6,-0.13,-1.99,0.0,279.36,271.57,0.0,,,20221.0,,,,,,,,,,,,,,
2020-01-07T10:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:15:13.178380+00:00,1578391200.0,US-CAL-CISO,408.87,322.2,408.54,,409.43,11023.0,,,6504.0,61.0,17466.0,eia.gov,71.32,10.73,76.46,2.92,2273.0,,,13.0,322.0,0.0,,8325.0,90.0,,3135.31,0.0,0.0,822.61,691.56,7.16,1174.69,11074.84,92.98,466.68,0.0,0.17,,,98.0,453.12,28.0,243.44,322.0,679.98,2022.0,524.66,-61.0,408.87,1401.0,127.84,71.0,583.75,0.0,,1044.0,592.82,1418.0,308.42,100.0,551.04,-0.15,-1.91,,279.13,271.17,,,,19809.0,,,,,,,,,,,,,,
2020-01-07T11:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:20.739679+00:00,1578394800.0,US-CAL-CISO,406.74,320.55,405.39,,409.02,10916.0,,,6501.0,52.0,17365.0,eia.gov,70.86,11.17,75.83,3.33,2274.0,,,13.0,364.0,0.0,,8175.0,90.0,,3119.55,0.0,0.0,823.59,710.56,6.44,1222.82,10930.12,92.83,458.93,0.0,0.16,,,98.0,453.12,15.0,233.19,320.0,681.72,1996.0,527.7,-52.0,406.74,1429.0,122.96,85.0,579.76,0.0,,1049.0,591.91,1408.0,310.85,101.0,555.43,-0.17,-1.86,,279.0,271.02,,,,19675.0,,,,,,,,,,,,,,
2020-01-07T12:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:43.689021+00:00,1578398400.0,US-CAL-CISO,406.52,319.83,406.97,,405.74,11037.0,,,6483.0,48.0,17472.0,eia.gov,71.14,11.2,76.15,3.26,2272.0,,,14.0,360.0,0.0,,8301.0,90.0,,3086.65,0.0,0.0,792.13,667.43,3.24,1285.62,11102.96,92.66,441.15,0.0,0.16,,,103.0,453.12,7.0,234.31,307.0,678.56,1946.0,525.99,-48.0,406.52,1443.0,118.21,97.0,581.64,0.0,,1041.0,579.25,1417.0,319.82,122.0,549.46,-0.18,-1.86,0.0,278.96,271.12,0.0,,,20256.0,,,,,,,,,,,,,,
2020-01-07T13:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:22.177313+00:00,1578402000.0,US-CAL-CISO,403.82,317.78,410.4,,393.52,11366.0,,,7262.0,49.0,18579.0,eia.gov,70.49,12.77,76.85,3.15,2273.0,,,14.0,358.0,0.0,,8631.0,90.0,,3110.03,0.0,0.0,876.61,655.81,3.38,1713.98,11692.22,92.64,434.32,0.0,0.0,,,111.0,453.12,57.0,230.01,286.0,675.57,2362.0,499.87,-49.0,403.82,1609.0,108.5,76.0,581.55,0.0,,1072.0,570.36,1520.0,329.18,169.0,532.0,-0.31,-1.76,,278.82,270.94,,,,21852.0,,,,,,,,,,,,,,
2020-01-07T14:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:22.177313+00:00,1578405600.0,US-CAL-CISO,403.77,317.76,419.24,,380.3,12699.0,,,8370.0,83.0,20986.0,eia.gov,70.57,14.46,79.1,3.01,2272.0,,,12.0,382.0,0.0,,9986.0,47.0,,3142.22,0.0,6.66,1061.35,669.12,9.82,2348.43,13277.03,48.94,422.27,0.0,0.16,,,107.0,453.12,79.0,197.44,274.0,666.25,2957.0,485.91,-83.0,403.77,1887.0,87.64,71.0,574.95,0.0,,1109.0,567.42,1627.0,331.41,259.0,482.51,-0.35,-1.61,,278.7,270.83,,,,24554.0,,,,,,,,,,,,,,
2020-01-07T15:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:43.689021+00:00,1578409200.0,US-CAL-CISO,410.01,322.46,427.55,,380.48,14129.0,,,8397.0,151.0,22375.0,eia.gov,71.62,14.42,80.37,3.55,2273.0,,,12.0,382.0,119.0,,11252.0,91.0,,3123.23,0.0,8.79,1084.29,622.79,328.2,2267.3,14360.7,92.96,486.57,0.0,0.16,,,77.0,453.12,139.0,216.09,362.0,641.42,2909.0,497.47,-151.0,410.01,1939.0,94.25,107.0,569.15,0.0,,1147.0,558.74,1528.0,306.2,189.0,519.8,-0.35,-1.33,0.0,278.54,270.9,0.0,,,25646.0,,,,,,,,,,,,,,
2020-01-07T16:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:16.918659+00:00,1578412800.0,US-CAL-CISO,347.5,269.96,341.77,,360.25,15918.0,,,7142.0,306.0,22754.0,eia.gov,59.99,26.79,63.17,22.55,2272.0,,,13.0,284.0,3306.0,,9953.0,90.0,,3009.47,0.0,3.44,837.15,480.76,3898.51,1712.33,12165.6,90.95,555.8,0.0,0.0,,,15.0,453.12,53.0,223.76,500.0,593.83,2240.0,469.75,-306.0,347.5,1744.0,99.53,142.0,524.92,0.0,,1072.0,533.02,1282.0,261.8,94.0,531.39,-0.2,-1.19,,279.47,271.38,,,,25307.0,,,,,,,,,,,,,,
2020-01-07T17:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:20.739679+00:00,1578416400.0,US-CAL-CISO,296.38,227.7,278.31,,343.96,16312.0,,,6196.0,436.0,22072.0,eia.gov,50.21,36.4,50.43,35.63,2274.0,,,15.0,256.0,5556.0,,8120.0,91.0,,2955.45,0.0,0.0,717.71,385.54,6274.0,1375.25,9766.42,90.97,506.66,0.0,0.0,,,-23.0,296.38,-47.0,296.38,478.0,567.31,1909.0,446.72,-366.0,296.38,1485.0,103.58,105.0,508.55,0.0,,985.0,498.72,1222.0,247.37,12.0,536.8,-0.1,-1.08,,281.33,272.04,,,,24349.0,,,,,,,,,,,,,,
2020-01-07T18:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:22.177313+00:00,1578420000.0,US-CAL-CISO,283.6,217.02,267.27,,329.44,16326.0,,,5817.0,387.0,21756.0,eia.gov,47.81,38.63,48.21,37.88,2271.0,,,14.0,203.0,5981.0,,7767.0,90.0,,2948.89,0.0,0.0,667.52,338.73,6694.18,1371.18,9163.03,90.21,481.62,0.0,0.63,,,-30.0,283.6,16.0,239.02,447.0,576.41,1702.0,437.12,-342.0,283.6,1526.0,104.92,69.0,513.15,0.0,,908.0,484.15,1149.0,240.03,-15.0,283.6,0.1,-0.93,91.01,282.62,272.11,0.0,,,23457.0,,,,,,,,,,,,,,
2020-01-07T19:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:20.739679+00:00,1578423600.0,US-CAL-CISO,272.3,206.97,253.81,,329.08,16561.0,,,5393.0,567.0,21387.0,eia.gov,46.01,40.53,45.51,40.78,2271.0,,,16.0,189.0,6564.0,,7431.0,90.0,,2878.71,0.0,0.0,572.34,281.51,7235.39,1149.49,8722.83,89.24,456.56,0.0,0.93,,,-33.0,272.3,-165.0,272.3,439.0,576.76,1693.0,424.11,-357.0,272.3,1231.0,108.22,45.0,511.88,0.0,,891.0,447.37,1094.0,227.27,-12.0,272.3,0.33,-0.74,,283.49,272.37,,,,22794.0,,,,,,,,,,,,,,
2020-01-07T20:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:16.918659+00:00,1578427200.0,US-CAL-CISO,278.14,211.59,263.47,,323.99,16263.0,,,5205.0,624.0,20844.0,eia.gov,47.3,38.89,47.44,38.58,2274.0,,,19.0,216.0,6058.0,,7605.0,91.0,,2879.2,0.0,0.0,545.08,290.74,6678.35,1135.69,8801.21,89.92,422.91,0.0,0.89,,,-105.0,278.14,-145.0,278.14,400.0,575.57,1583.0,426.51,-366.0,278.14,1225.0,105.91,51.0,505.36,0.0,,846.0,441.79,1100.0,228.83,-8.0,278.14,0.59,-0.54,,284.05,272.57,,,,22550.0,,,,,,,,,,,,,,
