datetime,created_at,updated_at,timestamp,zone_name,carbon_intensity_avg,carbon_intensity_direct_avg,carbon_intensity_production_avg,carbon_intensity_discharge_avg,carbon_intensity_import_avg,total_production_avg,total_storage_avg,total_discharge_avg,total_import_avg,total_export_avg,total_consumption_avg,production_sources,power_origin_percent_fossil_avg,power_origin_percent_renewable_avg,power_production_percent_fossil_avg,power_production_percent_renewable_avg,power_production_nuclear_avg,power_production_geothermal_avg,power_production_biomass_avg,power_production_coal_avg,power_production_wind_avg,power_production_solar_avg,power_production_hydro_avg,power_production_gas_avg,power_production_oil_avg,power_production_unknown_avg,power_consumption_nuclear_avg,power_consumption_geothermal_avg,power_consumption_biomass_avg,power_consumption_coal_avg,power_consumption_wind_avg,power_consumption_solar_avg,power_consumption_hydro_avg,power_consumption_gas_avg,power_consumption_oil_avg,power_consumption_unknown_avg,power_consumption_battery_discharge_avg,power_consumption_hydro_discharge_avg,power_net_discharge_battery_avg,power_net_discharge_hydro_avg,power_net_import_MX-BC_avg,carbon_intensity_exchange_MX-BC_avg,power_net_import_US-CAL-BANC_avg,carbon_intensity_exchange_US-CAL-BANC_avg,power_net_import_US-CAL-IID_avg,carbon_intensity_exchange_US-CAL-IID_avg,power_net_import_US-CAL-LDWP_avg,carbon_intensity_exchange_US-CAL-LDWP_avg,power_net_import_US-CAL-TIDC_avg,carbon_intensity_exchange_US-CAL-TIDC_avg,power_net_import_US-NW-BPAT_avg,carbon_intensity_exchange_US-NW-BPAT_avg,power_net_import_US-NW-NEVP_avg,carbon_intensity_exchange_US-NW-NEVP_avg,power_net_import_US-NW-PACW_avg,carbon_intensity_exchange_US-NW-PACW_avg,power_net_import_US-SW-AZPS_avg,carbon_intensity_exchange_US-SW-AZPS_avg,power_net_import_US-SW-SRP_avg,carbon_intensity_exchange_US-SW-SRP_avg,power_net_import_US-SW-WALC_avg,carbon_intensity_exchange_US-SW-WALC_avg,latest_forecasted_wind_x_avg,latest_forecasted_wind_y_avg,latest_forecasted_solar_avg,latest_forecasted_temperature_avg,latest_forecasted_dewpoint_avg,latest_forecasted_precipitation_avg,latest_forecasted_price_avg,latest_forecasted_production_avg,latest_forecasted_consumption_avg,latest_forecasted_power_net_import_MX_avg,latest_forecasted_power_net_import_MX-BC_avg,latest_forecasted_power_net_import_US-CAL-BANC_avg,latest_forecasted_power_net_import_US-CAL-IID_avg,latest_forecasted_power_net_import_US-CAL-LDWP_avg,latest_forecasted_power_net_import_US-CAL-TIDC_avg,latest_forecasted_power_net_import_US-NW-BPAT_avg,latest_forecasted_power_net_import_US-NW-NEVP_avg,latest_forecasted_power_net_import_US-NW-PACW_avg,latest_forecasted_power_net_import_US-SW-AZPS_avg,latest_forecasted_power_net_import_US-SW-SRP_avg,latest_forecasted_power_net_import_US-SW-WALC_avg,latest_forecasted_production_solar_avg,latest_forecasted_production_wind_avg
2020-01-04T23:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:43.689021+00:00,1578178800.0,US-CAL-CISO,244.97,187.87,195.95,,353.29,14014.0,,,6343.0,326.0,20031.0,eia.gov,39.56,45.95,34.12,49.66,2272.0,,,15.0,1516.0,5444.0,,4677.0,90.0,,2904.32,0.0,0.0,729.65,1879.18,5902.22,1421.8,6562.65,91.71,539.35,0.0,0.13,,,-14.0,244.97,379.0,267.26,447.0,617.0,2135.0,434.51,-312.0,244.97,1247.0,117.9,27.0,528.85,31.0,215.88,946.0,487.94,1045.0,253.91,86.0,479.43,1.44,-2.17,,283.85,275.63,,,,19948.0,,,,,,,,,,,,,,
2020-01-05T00:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:16.918659+00:00,1578182400.0,US-CAL-CISO,321.13,252.73,287.94,,365.37,11200.0,,,8403.0,158.0,19445.0,eia.gov,53.45,30.35,52.56,27.15,2272.0,,,17.0,1500.0,1541.0,,5780.0,90.0,,3150.48,0.0,0.0,1039.47,1891.64,1733.83,2275.81,8795.97,93.29,464.34,0.0,0.17,,,-12.0,321.13,600.0,233.54,308.0,660.03,2817.0,461.46,-146.0,321.13,1647.0,112.18,20.0,560.09,36.0,296.35,1175.0,540.5,1551.0,301.81,249.0,470.08,1.19,-2.39,362.83,282.7,275.94,0.02,,,21619.0,,,,,,,,,,,,,,
2020-01-05T01:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:43.689021+00:00,1578186000.0,US-CAL-CISO,344.4,273.03,333.76,,356.25,10865.0,,,9759.0,119.0,20505.0,eia.gov,57.43,26.75,61.85,17.24,2272.0,,,13.0,1873.0,0.0,,6616.0,91.0,,3244.28,0.0,0.0,1240.8,2323.89,143.56,3017.37,9997.58,95.28,442.06,0.0,0.19,,,-10.0,344.4,764.0,189.98,268.0,658.16,3572.0,429.85,-109.0,344.4,1745.0,111.22,29.0,556.37,36.0,310.78,1275.0,550.44,1756.0,316.04,314.0,450.58,0.96,-2.54,,280.97,275.37,,,,24550.0,,,,,,,,,,,,,,
2020-01-05T02:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:22.177313+00:00,1578189600.0,US-CAL-CISO,351.44,278.02,344.61,,359.34,11403.0,,,9872.0,112.0,21163.0,eia.gov,59.09,25.55,64.03,16.06,2271.0,,,13.0,1831.0,0.0,,7198.0,90.0,,3251.63,0.0,15.69,1229.97,2259.5,133.63,2997.26,10730.11,94.05,450.96,0.0,0.19,,,33.0,453.12,699.0,196.26,278.0,657.2,3574.0,430.16,-112.0,351.44,1726.0,108.81,48.0,561.54,37.0,335.58,1334.0,547.3,1818.0,315.68,325.0,442.92,0.84,-2.66,,280.44,275.14,,,,24985.0,,,,,,,,,,,,,,
2020-01-05T03:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:16.918659+00:00,1578193200.0,US-CAL-CISO,352.67,279.31,345.76,,360.54,11339.0,,,9954.0,105.0,21188.0,eia.gov,59.16,25.45,64.25,15.72,2271.0,,,13.0,1783.0,0.0,,7182.0,90.0,,3261.45,0.0,16.6,1257.49,2183.44,66.99,3124.36,10724.28,94.34,458.86,0.0,0.19,,,9.0,453.12,659.0,205.4,279.0,657.15,3595.0,428.39,-105.0,352.67,1824.0,112.02,45.0,564.27,39.0,381.44,1314.0,564.23,1807.0,319.47,383.0,424.78,0.87,-2.63,10.3,280.15,275.0,0.0,,,24494.0,,,,,,,,,,,,,,
2020-01-05T04:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:22.177313+00:00,1578196800.0,US-CAL-CISO,359.9,284.99,355.97,,364.66,11484.0,,,9479.0,75.0,20888.0,eia.gov,60.69,23.73,66.25,13.97,2272.0,,,15.0,1604.0,0.0,,7503.0,90.0,,3252.86,0.0,15.25,1193.44,1981.25,2.58,2958.48,10930.28,94.68,459.17,0.0,0.0,,,5.0,453.12,621.0,226.1,279.0,661.37,3196.0,431.26,-75.0,359.9,1873.0,117.92,56.0,565.1,42.0,386.4,1282.0,589.5,1756.0,322.45,369.0,434.63,0.87,-2.67,,279.92,274.73,,,,23807.0,,,,,,,,,,,,,,
2020-01-05T05:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:20.739679+00:00,1578200400.0,US-CAL-CISO,374.54,297.1,370.44,,379.61,11661.0,,,9417.0,56.0,21022.0,eia.gov,63.34,21.14,69.08,11.43,2272.0,,,15.0,1333.0,0.0,,7951.0,90.0,,3262.29,0.0,12.45,1242.8,1717.02,2.74,2712.22,11507.71,95.36,469.22,0.0,0.19,,,-15.0,374.54,841.0,236.72,283.0,675.65,3007.0,471.61,-41.0,374.54,1872.0,123.17,82.0,575.05,41.0,404.0,1305.0,596.8,1729.0,322.89,257.0,525.36,0.91,-2.65,,279.72,274.54,,,,22988.0,,,,,,,,,,,,,,
2020-01-05T06:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:43.689021+00:00,1578204000.0,US-CAL-CISO,388.11,308.87,380.72,,397.66,11367.0,,,8794.0,74.0,20087.0,eia.gov,65.47,18.45,71.07,8.96,2271.0,,,13.0,1018.0,0.0,,7975.0,90.0,,3230.46,0.0,6.19,1264.01,1392.96,2.39,2303.63,11309.58,95.03,482.56,0.0,0.18,,,-37.0,388.11,730.0,261.9,297.0,678.58,2836.0,492.22,-37.0,388.11,1670.0,129.7,79.0,586.54,38.0,437.79,1241.0,610.25,1644.0,324.56,259.0,532.3,1.01,-2.64,5.05,279.52,274.33,0.01,,,21908.0,,,,,,,,,,,,,,
2020-01-05T07:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:22.177313+00:00,1578207600.0,US-CAL-CISO,393.57,314.42,381.77,,407.87,10509.0,,,8675.0,69.0,19115.0,eia.gov,65.89,17.13,71.19,7.18,2273.0,,,13.0,755.0,0.0,,7378.0,90.0,,3245.26,0.0,0.0,1303.61,1136.07,2.38,2136.21,10699.94,95.61,495.75,0.0,0.18,,,13.0,453.12,712.0,259.56,310.0,682.84,2663.0,524.03,-69.0,393.57,1755.0,139.73,88.0,595.97,38.0,456.07,1248.0,618.47,1615.0,324.25,233.0,557.59,1.05,-2.65,,279.36,274.1,,,,20732.0,,,,,,,,,,,,,,
2020-01-05T08:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:43.689021+00:00,1578211200.0,US-CAL-CISO,387.81,308.96,359.22,,426.96,10571.0,,,7723.0,106.0,18188.0,eia.gov,65.43,16.96,66.8,11.7,2273.0,,,13.0,1237.0,0.0,,6958.0,90.0,,3203.21,0.0,0.0,1140.56,1528.8,1.69,1553.15,10171.33,94.87,494.21,0.0,0.18,,,-10.0,387.81,384.0,271.05,323.0,684.06,2268.0,557.49,-96.0,387.81,1561.0,152.26,101.0,602.1,37.0,482.28,1242.0,606.94,1593.0,323.98,214.0,568.66,1.11,-2.65,,279.2,273.9,,,,20599.0,,,,,,,,,,,,,,
2020-01-05T09:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:22.177313+00:00,1578214800.0,US-CAL-CISO,390.16,310.82,354.5,,442.22,10234.0,,,7011.0,152.0,17093.0,eia.gov,66.21,15.48,66.37,11.44,2271.0,,,13.0,1171.0,0.0,,6733.0,46.0,,3130.67,0.0,0.33,1069.42,1377.13,1.73,1265.98,9707.27,49.79,490.52,0.0,0.17,,,-32.0,390.16,156.0,279.87,330.0,685.73,2191.0,553.88,-120.0,390.16,1225.0,155.46,103.0,595.61,32.0,518.91,1206.0,604.67,1543.0,320.42,225.0,554.83,1.02,-2.55,0.0,278.98,273.88,0.02,,,19747.0,,,,,,,,,,,,,,
2020-01-05T10:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:20.739679+00:00,1578218400.0,US-CAL-CISO,375.99,298.51,336.68,,438.12,10898.0,,,6896.0,133.0,17661.0,eia.gov,63.85,18.51,62.43,16.7,2274.0,,,13.0,1820.0,0.0,,6701.0,90.0,,3116.24,0.0,0.0,1017.23,1976.86,2.87,1288.44,9666.55,93.47,499.18,0.0,0.16,,,-30.0,375.99,161.0,271.14,324.0,689.03,2211.0,560.02,-103.0,375.99,1276.0,152.12,102.0,595.66,33.0,504.86,1127.0,596.17,1469.0,314.81,193.0,571.65,0.99,-2.63,,278.77,273.6,,,,19151.0,,,,,,,,,,,,,,
2020-01-05T11:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:20.739679+00:00,1578222000.0,US-CAL-CISO,374.82,297.16,337.17,,433.06,10438.0,,,6748.0,119.0,17067.0,eia.gov,63.77,18.1,62.48,15.73,2274.0,,,13.0,1642.0,0.0,,6419.0,90.0,,3093.67,0.0,0.0,957.21,1767.78,4.89,1316.92,9338.08,93.39,494.9,0.0,0.16,,,-23.0,374.82,189.0,268.71,322.0,688.81,2127.0,560.73,-96.0,374.82,1300.0,147.71,105.0,594.28,33.0,483.26,1077.0,592.2,1420.0,315.9,175.0,573.18,1.04,-2.52,,278.62,273.54,,,,18876.0,,,,,,,,,,,,,,
2020-01-05T12:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:15:13.178380+00:00,1578225600.0,US-CAL-CISO,369.45,292.01,329.68,,430.58,10447.0,,,6797.0,128.0,17116.0,eia.gov,63.26,18.7,61.02,17.21,2274.0,,,13.0,1798.0,0.0,,6272.0,90.0,,3087.18,0.0,0.03,896.33,1901.17,5.86,1293.75,9352.75,92.66,486.11,0.0,0.16,,,-16.0,369.45,184.0,272.51,318.0,689.42,2156.0,552.96,-112.0,369.45,1234.0,138.65,101.0,590.02,32.0,476.38,1116.0,583.76,1471.0,315.45,185.0,560.51,1.16,-2.53,0.0,278.51,273.42,0.04,,,18868.0,,,,,,,,,,,,,,
2020-01-05T13:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:20.739679+00:00,1578229200.0,US-CAL-CISO,381.41,301.11,350.46,,429.68,10501.0,,,6732.0,171.0,17062.0,eia.gov,65.77,16.32,65.08,13.27,2273.0,,,14.0,1394.0,0.0,,6730.0,90.0,,3055.88,0.0,0.59,871.12,1491.26,4.81,1287.44,9786.66,92.24,472.0,0.0,0.0,,,-17.0,381.41,165.0,285.61,312.0,685.83,2161.0,540.1,-154.0,381.41,1149.0,138.35,100.0,587.22,30.0,496.23,1105.0,581.66,1495.0,316.49,215.0,539.04,1.0,-2.55,,278.39,273.32,,,,19225.0,,,,,,,,,,,,,,
2020-01-05T14:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:22.177313+00:00,1578232800.0,US-CAL-CISO,345.0,272.36,302.37,,410.95,10675.0,,,6901.0,173.0,17403.0,eia.gov,58.6,23.82,55.71,22.99,2274.0,,,13.0,2454.0,0.0,,5843.0,91.0,,3060.09,0.0,0.0,885.75,2573.36,12.86,1559.1,8757.91,93.36,460.42,0.0,0.15,,,-12.0,345.0,219.0,261.09,305.0,680.2,2241.0,508.98,-161.0,345.0,1265.0,130.28,76.0,585.51,30.0,466.16,1050.0,586.56,1461.0,314.53,254.0,519.74,1.07,-2.56,,278.24,273.25,,,,19962.0,,,,,,,,,,,,,,
2020-01-05T15:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:20.739679+00:00,1578236400.0,US-CAL-CISO,342.45,269.46,304.33,,403.79,11129.0,,,6915.0,241.0,17803.0,eia.gov,57.85,25.31,56.1,23.47,2274.0,,,11.0,2443.0,169.0,,6141.0,91.0,,2998.06,0.0,0.0,738.55,2561.96,361.52,1432.24,8964.66,92.78,503.26,0.0,149.97,,,-16.0,342.45,192.0,269.29,368.0,651.61,2350.0,494.66,-225.0,342.45,1233.0,127.5,124.0,574.15,29.0,456.03,1069.0,557.77,1357.0,293.85,193.0,526.42,1.0,-2.5,0.0,278.2,273.35,0.04,,,20351.0,,,,,,,,,,,,,,
2020-01-05T16:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:22.177313+00:00,1578240000.0,US-CAL-CISO,285.31,221.91,232.42,,395.74,12803.0,,,6133.0,407.0,18529.0,eia.gov,46.97,37.71,41.7,40.55,2273.0,,,12.0,2701.0,2490.0,,5236.0,91.0,,2839.86,0.0,0.0,656.04,2761.04,3043.87,1054.87,7343.33,91.54,611.39,0.0,127.05,,,-26.0,285.31,64.0,272.08,560.0,596.03,2132.0,471.3,-381.0,285.31,1029.0,131.48,148.0,533.15,25.0,431.14,1026.0,514.26,1062.0,257.85,87.0,512.84,1.1,-2.54,,278.96,273.73,,,,20167.0,,,,,,,,,,,,,,
2020-01-05T17:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:15:13.178380+00:00,1578243600.0,US-CAL-CISO,210.82,161.29,136.59,,367.19,12301.0,,,5839.0,510.0,17630.0,eia.gov,32.03,52.21,22.4,59.11,2274.0,,,14.0,2366.0,4905.0,,2652.0,90.0,,2777.73,0.0,0.0,617.45,2412.96,5728.65,958.19,4321.46,89.63,618.83,0.0,105.1,,,-23.0,210.82,145.0,268.55,578.0,566.08,2136.0,427.9,-481.0,210.82,930.0,128.15,111.0,516.69,23.0,443.28,980.0,468.84,936.0,232.61,-6.0,210.82,1.33,-2.66,,280.45,273.97,,,,19585.0,,,,,,,,,,,,,,
2020-01-05T18:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:22.177313+00:00,1578247200.0,US-CAL-CISO,188.58,140.56,139.98,,344.74,14406.0,,,4484.0,691.0,18199.0,eia.gov,29.17,56.23,23.07,61.16,2273.0,,,14.0,2376.0,6434.0,,3219.0,90.0,,2658.66,0.0,0.0,433.0,2398.79,7207.63,569.26,4215.51,88.03,571.35,0.0,56.76,,,-18.0,188.58,-81.0,188.58,566.0,563.49,1715.0,384.57,-522.0,188.58,539.0,121.57,16.0,495.87,18.0,361.02,828.0,381.24,802.0,214.13,-70.0,188.58,1.8,-2.81,82.83,281.54,273.85,0.13,,,18860.0,,,,,,,,,,,,,,
2020-01-05T19:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:43.689021+00:00,1578250800.0,US-CAL-CISO,168.84,124.01,120.27,,349.45,14574.0,,,3919.0,788.0,17705.0,eia.gov,25.6,59.69,19.1,65.29,2274.0,,,11.0,2322.0,7194.0,,2683.0,90.0,,2604.24,0.0,0.0,382.1,2351.39,7788.21,389.39,3545.11,87.14,518.7,0.0,38.73,,,-28.0,168.84,-154.0,168.84,531.0,560.4,1447.0,389.93,-530.0,168.84,394.0,123.24,8.0,494.33,16.0,273.91,779.0,380.61,744.0,207.43,-76.0,168.84,2.17,-2.98,,282.23,273.81,,,,18339.0,,,,,,,,,,,,,,
2020-01-05T20:00:00+00:00,2022-02-04T16:49:58.284222+00:00,2023-01-12T00:23:22.177313+00:00,1578254400.0,US-CAL-CISO,166.5,121.76,122.26,,344.69,14496.0,,,3599.0,662.0,17433.0,eia.gov,25.28,60.0,19.49,64.83,2273.0,,,13.0,2260.0,7138.0,,2722.0,90.0,,2565.39,0.0,0.0,336.03,2277.38,7714.95,426.57,3457.53,87.63,526.19,0.0,41.34,,,-30.0,166.5,-107.0,166.5,550.0,563.88,1245.0,375.51,-502.0,166.5,434.0,119.41,6.0,486.1,16.0,227.33,727.0,385.1,621.0,200.54,-23.0,166.5,2.36,-3.28,,282.64,273.75,,,,18203.0,,,,,,,,,,,,,,
2020-01-05T21:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:22.177313+00:00,1578258000.0,US-CAL-CISO,166.38,122.46,113.86,,340.27,14527.0,,,4388.0,513.0,18402.0,eia.gov,24.84,60.43,17.82,66.52,2274.0,,,13.0,2402.0,7262.0,,2485.0,91.0,,2710.14,0.0,0.0,422.49,2508.46,7936.45,619.2,3510.83,89.9,548.36,0.0,56.17,,,-32.0,166.38,53.0,260.76,542.0,559.55,1510.0,401.86,-471.0,166.38,668.0,116.13,41.0,497.66,20.0,229.48,746.0,401.23,808.0,207.08,-10.0,166.38,2.44,-3.67,457.07,282.87,273.47,0.04,,,18289.0,,,,,,,,,,,,,,
2020-01-05T22:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:20.739679+00:00,1578261600.0,US-CAL-CISO,173.36,128.75,113.84,,324.15,13228.0,,,5221.0,491.0,17958.0,eia.gov,26.3,57.97,18.22,64.59,2274.0,,,13.0,2266.0,6278.0,,2350.0,47.0,,2824.33,0.0,0.0,458.27,2532.13,6914.2,892.39,3710.78,47.53,506.48,0.0,71.89,,,-27.0,173.36,176.0,240.38,460.0,573.18,1812.0,394.24,-464.0,173.36,951.0,105.37,48.0,507.32,25.0,198.87,772.0,416.08,976.0,226.34,1.0,427.4,2.48,-4.09,,282.94,273.39,,,,18883.0,,,,,,,,,,,,,,
2020-01-05T23:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:20.739679+00:00,1578265200.0,US-CAL-CISO,218.2,166.19,156.51,,349.29,13289.0,,,6253.0,400.0,19142.0,eia.gov,34.76,50.16,26.84,56.05,2274.0,,,13.0,2500.0,4948.0,,3508.0,46.0,,2886.03,0.0,0.0,582.88,2885.69,5375.36,1249.36,5468.36,47.7,554.67,0.0,91.94,,,-23.0,218.2,233.0,240.04,451.0,620.1,2320.0,418.26,-377.0,218.2,1203.0,105.42,28.0,540.97,28.0,239.81,879.0,482.34,1023.0,258.45,88.0,467.49,2.22,-4.31,,282.74,273.42,,,,19890.0,,,,,,,,,,,,,,
2020-01-06T00:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:20.739679+00:00,1578268800.0,US-CAL-CISO,294.99,231.26,244.81,,364.94,11232.0,,,8059.0,251.0,19040.0,eia.gov,48.46,35.17,44.18,35.59,2273.0,,,12.0,2556.0,1441.0,,4859.0,91.0,,3116.93,0.0,0.0,797.89,3106.18,1600.58,1824.63,7867.69,93.09,468.77,0.0,164.24,,,-37.0,294.99,308.0,235.06,330.0,659.26,2836.0,432.25,-214.0,294.99,1519.0,101.44,37.0,569.56,34.0,324.4,1143.0,554.25,1536.0,301.81,316.0,449.07,1.72,-4.12,383.84,281.9,273.74,0.06,,,21795.0,,,,,,,,,,,,,,
2020-01-06T01:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:22.177313+00:00,1578272400.0,US-CAL-CISO,331.73,261.54,315.63,,351.82,11658.0,,,9349.0,171.0,20836.0,eia.gov,55.36,29.13,58.39,22.1,2274.0,,,12.0,2577.0,0.0,,6704.0,91.0,,3230.7,0.0,0.0,918.96,3204.64,111.77,2532.25,10081.8,93.68,441.08,0.0,221.12,,,-16.0,331.73,613.0,194.6,283.0,657.53,3179.0,412.32,-155.0,331.73,1727.0,96.27,42.0,565.73,35.0,344.76,1259.0,575.89,1777.0,316.31,434.0,423.52,1.31,-3.96,,280.3,273.31,,,,24895.0,,,,,,,,,,,,,,
2020-01-06T02:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:22.177313+00:00,1578276000.0,US-CAL-CISO,350.1,276.67,344.25,,357.01,11843.0,,,10019.0,100.0,21762.0,eia.gov,58.47,26.44,63.99,16.81,2274.0,,,12.0,1991.0,0.0,,7475.0,91.0,,3283.8,0.0,5.15,1025.8,2630.67,108.84,2757.26,11149.37,94.21,455.43,0.0,251.46,,,-11.0,350.1,714.0,180.83,289.0,659.68,3347.0,427.15,-89.0,350.1,1891.0,95.89,73.0,572.31,36.0,344.02,1357.0,583.88,1863.0,321.74,449.0,445.87,1.03,-3.91,,279.73,273.02,,,,25606.0,,,,,,,,,,,,,,
2020-01-06T03:00:00+00:00,2022-02-04T16:49:58.102721+00:00,2023-01-12T00:23:43.689021+00:00,1578279600.0,US-CAL-CISO,373.21,295.9,378.34,,367.42,11544.0,,,10247.0,95.0,21696.0,eia.gov,62.38,22.42,70.62,9.68,2274.0,,,13.0,1118.0,0.0,,8049.0,90.0,,3298.51,0.0,6.65,1103.85,1769.54,116.65,2693.97,11864.97,93.68,471.12,0.0,277.08,,,3.0,453.12,498.0,207.52,288.0,665.12,3631.0,431.15,-95.0,373.21,1953.0,101.56,97.0,570.16,40.0,388.78,1401.0,582.51,1893.0,323.96,443.0,462.04,0.97,-3.76,13.03,279.53,273.35,0.0,,,25307.0,,,,,,,,,,,,,,
2020-01-06T04:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:15:13.178380+00:00,1578283200.0,US-CAL-CISO,381.94,302.37,391.12,,371.27,11447.0,,,9845.0,105.0,21187.0,eia.gov,65.15,19.38,73.1,7.03,2274.0,,,12.0,805.0,0.0,,8266.0,90.0,,3278.17,0.0,4.33,1193.49,1439.15,111.73,2550.67,12044.32,93.74,471.2,0.0,0.19,,,4.0,453.12,477.0,223.59,284.0,669.37,3449.0,445.58,-105.0,381.94,1905.0,106.15,105.0,575.94,40.0,401.64,1343.0,567.14,1833.0,320.75,405.0,472.71,0.75,-3.74,,279.23,273.03,,,,24651.0,,,,,,,,,,,,,,
2020-01-06T05:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:23:43.689021+00:00,1578286800.0,US-CAL-CISO,390.94,310.08,395.45,,385.75,11126.0,,,9670.0,86.0,20710.0,eia.gov,66.63,17.45,73.92,5.62,2277.0,,,12.0,625.0,0.0,,8122.0,90.0,,3297.68,0.0,0.0,1210.84,1259.36,94.21,2259.8,11999.92,94.38,493.62,0.0,0.19,,,15.0,453.12,458.0,230.15,298.0,678.15,3396.0,472.24,-86.0,390.94,1877.0,112.9,133.0,583.23,41.0,402.5,1350.0,570.08,1801.0,320.21,301.0,531.26,0.62,-3.71,,278.98,272.72,,,,23668.0,,,,,,,,,,,,,,
2020-01-06T06:00:00+00:00,2022-02-04T16:55:11.373028+00:00,2023-01-12T00:23:16.918659+00:00,1578290400.0,US-CAL-CISO,401.77,318.51,396.66,,408.15,11099.0,,,8888.0,95.0,19892.0,eia.gov,68.89,14.68,74.15,5.35,2275.0,,,12.0,594.0,0.0,,8128.0,90.0,,3268.34,0.0,0.0,1135.91,1150.87,19.66,1750.04,11971.72,93.82,501.45,0.0,0.19,,,22.0,453.12,269.0,251.34,311.0,680.97,3132.0,496.99,-95.0,401.77,1593.0,119.88,134.0,589.64,36.0,383.97,1335.0,586.1,1757.0,316.93,299.0,530.46,0.56,-3.65,6.26,278.76,272.42,0.01,,,22270.0,,,,,,,,,,,,,,
2020-01-06T07:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:22.177313+00:00,1578294000.0,US-CAL-CISO,399.88,317.32,390.36,,412.13,10671.0,,,8298.0,79.0,18890.0,eia.gov,68.29,14.53,72.88,5.81,2274.0,,,12.0,620.0,0.0,,7675.0,90.0,,3244.62,0.0,0.0,1089.41,1154.44,23.49,1566.88,11210.14,93.96,507.06,0.0,0.0,,,28.0,453.12,292.0,245.52,323.0,688.76,2687.0,524.83,-79.0,399.88,1649.0,123.18,112.0,593.91,38.0,333.68,1303.0,593.51,1661.0,317.68,205.0,582.69,0.38,-3.7,,278.6,272.18,,,,20798.0,,,,,,,,,,,,,,
2020-01-06T08:00:00+00:00,2022-02-04T16:49:58.101622+00:00,2023-01-12T00:23:20.739679+00:00,1578297600.0,US-CAL-CISO,396.25,313.46,387.86,,408.22,10595.0,,,7431.0,49.0,17977.0,eia.gov,68.12,14.12,72.38,6.13,2276.0,,,13.0,650.0,0.0,,7566.0,90.0,,3192.8,0.0,0.0,948.49,1050.16,29.8,1457.85,10702.66,93.7,501.36,0.0,0.17,,,38.0,453.12,300.0,234.03,327.0,689.68,2125.0,549.27,-49.0,396.25,1629.0,126.03,96.0,598.48,38.0,320.96,1182.0,587.3,1514.0,315.6,182.0,584.61,0.26,-3.71,,278.42,271.97,,,,20205.0,,,,,,,,,,,,,,
2020-01-06T09:00:00+00:00,2022-02-04T16:49:58.778849+00:00,2023-01-12T00:15:13.178380+00:00,1578301200.0,US-CAL-CISO,396.59,313.64,385.55,,412.99,10477.0,,,7050.0,68.0,17459.0,eia.gov,68.21,13.71,71.92,6.37,2275.0,,,13.0,667.0,0.0,,7432.0,90.0,,3155.31,0.0,0.0,913.18,986.0,20.89,1387.29,10404.65,93.32,498.19,0.0,0.17,,,15.0,453.12,241.0,239.71,330.0,690.67,2011.0,550.97,-68.0,396.59,1509.0,126.92,98.0,599.57,36.0,335.45,1148.0,588.1,1475.0,315.72,187.0,577.15,0.2,-3.64,0.0,278.36,271.82,0.0,,,19471.0,,,,,,,,,,,,,,
